gisjoin,white,black,AAPI,Hisp
G24051002006002,327,545,0,83
G24051002006003,5,763,0,0
G24051002007011,10,991,0,0
G24051002007012,47,1174,0,81
G24051002007013,0,853,0,17
G24051002007014,29,928,0,20
G24051002007015,1,806,0,0
G24051002007021,0,318,0,0
G24051002007022,16,696,0,0
G24051002008001,55,906,0,12
G24051002008002,129,529,0,28
G24051002008003,36,435,0,1
G24051002101001,258,504,10,39
G24051002101002,436,1013,52,36
G24051002102001,295,721,0,103
G24051002102002,673,928,56,0
G24051002201001,638,40,132,40
G24051002201002,1357,471,14,88
G24051002201003,73,39,8,0
G24051002201004,931,44,20,100
G24051002301001,637,45,79,55
G24051002301002,378,603,22,0
G24051002302001,810,147,41,107
G24051002302002,883,89,26,83
G24051002303001,169,7,22,8
G24051002303002,951,41,8,41
G24051002401001,1972,68,90,85
G24051002401002,852,0,5,17
G24051002402001,1909,192,103,114
G24051002402002,633,82,29,19
G24051002403001,661,34,28,70
G24051002403002,445,46,34,33
G24051002403003,550,3,61,1
G24051002404001,988,11,10,102
G24051002404002,353,0,25,45
G24051002404003,1311,0,70,40
G24051002501011,241,1343,0,12
G24051002501012,122,2361,61,1
G24051002501021,58,947,40,16
G24051002501022,91,2032,0,0
G24051002501031,728,538,0,48
G24051002501032,589,137,0,55
G24051002501033,615,58,7,0
G24051002501034,312,303,0,183
G24051002502031,130,755,0,0
G24051002502032,30,606,52,136
G24051002502041,34,1888,0,31
G24051002502042,0,2035,0,85
G24051002502051,23,0,0,0
G24051002502052,209,786,39,81
G24051002502053,674,534,7,0
G24051002502054,243,943,23,131
G24051002502055,150,334,200,48
G24051002502061,173,73,0,0
G24051002502062,483,93,25,160
G24051002502063,784,9,0,0
G24051002502071,58,1074,32,31
G24051002502072,0,818,0,85
G24051002503011,151,506,0,33
G24051002503012,12,1639,0,0
G24051002503031,372,84,17,11
G24051002503032,495,188,100,213
G24051002503033,385,221,6,6
G24051002504011,827,978,17,55
G24051002504012,446,52,9,0
G24051002504013,374,341,118,433
G24051002504021,290,834,0,85
G24051002504022,14,706,0,32
G24051002504023,225,483,28,454
G24051002504024,630,384,0,144
G24051002505001,0,0,0,0
G24051002505002,0,24,0,0
G24051002505003,1254,276,0,273
G24051002505004,753,812,0,0
G24051002505005,817,734,0,310
G24051002506001,0,0,0,0
G24051002601011,388,237,44,26
G24051002601012,298,797,0,29
G24051002601013,41,1055,16,28
G24051002601014,157,383,0,140
G24051002601015,436,626,25,40
G24051002601021,96,1080,6,0
G24051002601022,17,762,0,20
G24051002601023,53,515,6,0
G24051002601024,122,589,17,138
G24051002601025,168,1227,34,0
G24051002602011,125,865,0,0
G24051002602012,267,1057,0,144
G24051002602013,151,640,0,9
G24051002602014,63,1709,152,20
G24051002602021,24,72,0,0
G24051002602022,135,1678,665,36
G24051002602023,346,1631,0,0
G24051002602024,55,680,0,0
G24051002602031,54,1773,27,7
G24051002602032,114,831,0,4
G24051002603011,68,501,0,0
G24051002603012,152,875,0,0
G24051002603013,25,721,0,17
G24051002603014,43,857,0,0
G24051002603015,32,717,47,5
G24051002603021,70,559,0,0
G24051002603022,59,775,0,0
G24051002603023,16,765,0,0
G24051002603024,57,1552,0,154
G24051002603025,151,609,0,0
G24051002603026,44,1438,0,0
G24051002603031,216,571,0,62
G24051002604011,289,66,40,135
G24051002604012,1388,178,0,711
G24051002604013,350,21,6,114
G24051002604021,32,1600,0,0
G24051002604022,82,997,0,0
G24051002604031,17,1588,0,0
G24051002604032,106,0,0,0
G24051002604041,0,0,0,5
G24051002604042,168,288,0,200
G24051002604043,252,506,10,529
G24051002605011,1085,502,85,1162
G24051002605012,1239,34,8,442
G24051002605013,760,4,7,373
G24051002606041,35,331,35,120
G24051002606042,113,29,13,41
G24051002606043,35,630,0,63
G24051002606051,901,199,0,150
G24051002606052,481,336,0,510
G24051002606053,275,257,23,408
G24051002606054,377,41,0,0
G24051002606055,79,11,0,0
G24051002606056,0,0,3,0
G24051002607001,482,48,40,378
G24051002607002,452,26,27,485
G24051002608001,485,311,23,525
G24051002608002,519,78,7,426
G24051002609001,751,20,11,14
G24051002609002,603,86,7,93
G24051002609003,1125,30,47,12
G24051002610001,11,179,0,0
G24051002610002,173,417,0,248
G24051002610003,134,46,0,299
G24051002610004,1177,61,0,353
G24051002611001,511,99,15,74
G24051002611002,1171,22,27,21
G24051002701011,502,148,4,19
G24051002701012,184,669,0,28
G24051002701021,276,622,0,20
G24051002701022,49,629,0,0
G24051002701023,186,394,43,18
G24051002701024,416,765,0,0
G24051002702001,287,242,4,20
G24051002702002,354,272,0,20
G24051002702003,183,102,2,12
G24051002703011,336,327,53,75
G24051002703012,356,385,0,44
G24051002703013,102,322,8,73
G24051002703014,266,721,55,0
G24051002703021,450,477,0,93
G24051002703022,294,419,127,22
G24051002704011,425,1998,34,55
G24051002704012,413,776,0,0
G24051002704013,231,1378,0,19
G24051002704014,100,498,0,39
G24051002704021,230,227,0,0
G24051002704022,271,445,39,0
G24051002704023,284,205,0,46
G24051002704024,452,617,0,13
G24051002705011,484,179,5,100
G24051002705012,586,149,0,51
G24051002705013,588,374,0,0
G24051002705014,848,487,32,90
G24051002705021,245,545,0,0
G24051002705022,459,589,0,0
G24051002705023,309,662,12,1
G24051002705024,596,551,45,26
G24051002706001,309,112,8,6
G24051002706002,380,511,0,9
G24051002706003,276,314,0,0
G24051002706004,594,379,10,0
G24051002706005,247,941,0,11
G24051002706006,67,363,0,11
G24051002707011,67,2394,0,113
G24051002707021,7,696,0,10
G24051002707022,190,232,0,0
G24051002707023,380,272,0,12
G24051002707031,719,167,6,26
G24051002707032,662,222,41,33
G24051002707033,241,476,0,52
G24051002708011,78,767,0,56
G24051002708012,139,935,0,0
G24051002708013,63,643,0,0
G24051002708014,185,1289,28,25
G24051002708021,86,987,37,53
G24051002708022,0,1194,0,0
G24051002708023,0,747,0,118
G24051002708024,134,1675,0,21
G24051002708025,14,707,0,0
G24051002708031,302,3495,0,8
G24051002708032,60,1378,154,0
G24051002708033,165,1283,12,43
G24051002708041,278,811,12,136
G24051002708042,215,506,35,0
G24051002708043,431,78,18,0
G24051002708044,362,111,13,142
G24051002708051,9,1007,0,26
G24051002708052,35,865,0,104
G24051002708053,43,681,121,0
G24051002708054,43,911,5,11
G24051002708055,339,851,0,34
G24051002709011,34,1088,0,2
G24051002709012,24,972,0,21
G24051002709013,53,1774,0,58
G24051002709021,107,1855,34,28
G24051002709022,105,1778,45,39
G24051002709023,48,1400,0,0
G24051002709031,143,1894,24,72
G24051002709032,322,932,23,176
G24051002709033,10,607,23,146
G24051002710011,16,837,0,0
G24051002710012,5,558,0,5
G24051002710013,24,885,0,7
G24051002710021,33,1242,0,80
G24051002710022,8,917,0,0
G24051002710023,37,310,0,0
G24051002710024,17,618,0,0
G24051002710025,22,791,0,0
G24051002711011,351,384,124,20
G24051002711012,0,0,0,0
G24051002711013,604,361,32,0
G24051002711021,2206,803,214,230
G24051002711022,590,92,5,0
G24051002712001,657,0,8,0
G24051002712002,499,739,30,26
G24051002712003,825,83,29,0
G24051002712004,1213,0,69,61
G24051002712005,729,89,31,69
G24051002712006,769,51,40,13
G24051002713001,1151,160,142,19
G24051002713002,445,52,25,0
G24051002713003,714,18,33,29
G24051002714001,587,135,37,50
G24051002714002,1111,10,81,77
G24051002714003,1212,109,264,58
G24051002715011,623,52,7,8
G24051002715012,418,122,47,0
G24051002715013,611,22,74,27
G24051002715014,688,125,16,126
G24051002715015,810,189,101,14
G24051002715031,830,38,18,21
G24051002716001,0,860,0,0
G24051002716002,20,488,0,73
G24051002716003,27,1175,0,0
G24051002716004,12,743,0,11
G24051002716005,18,569,0,0
G24051002716006,25,624,0,12
G24051002717001,84,386,0,0
G24051002717002,25,383,0,0
G24051002717003,23,1040,29,0
G24051002717004,55,1006,0,0
G24051002717005,0,1012,0,10
G24051002717006,0,818,0,0
G24051002718011,2,422,0,41
G24051002718012,56,1201,0,8
G24051002718013,0,1354,0,0
G24051002718021,0,733,0,0
G24051002718022,0,489,0,0
G24051002718023,6,379,0,7
G24051002718024,0,1263,0,0
G24051002719001,628,104,38,0
G24051002719002,143,276,0,78
G24051002719003,184,941,12,0
G24051002719004,48,637,0,0
G24051002719005,10,925,16,0
G24051002720031,1012,167,0,0
G24051002720032,378,524,105,21
G24051002720033,1105,418,1,1
G24051002720034,1215,186,18,0
G24051002720035,551,160,0,175
G24051002720041,932,409,321,0
G24051002720042,1927,325,250,58
G24051002720051,1213,138,0,24
G24051002720052,661,0,0,13
G24051002720053,992,199,46,0
G24051002720061,1101,1167,0,23
G24051002720062,719,560,0,145
G24051002720071,866,1016,0,282
G24051002720072,461,452,133,0
G24051002720073,194,904,163,179
G24051002801011,158,1042,0,97
G24051002801012,123,1225,0,47
G24051002801013,0,1301,0,0
G24051002801021,94,332,0,0
G24051002801022,12,754,0,59
G24051002801023,0,1468,0,0
G24051002801024,18,1461,0,0
G24051002801025,46,1249,0,0
G24051002801026,36,530,0,0
G24051002802001,37,1080,0,31
G24051002802002,0,746,0,0
G24051002802003,35,468,0,0
G24051002802004,44,565,0,0
G24051002802005,9,761,19,0
G24051002802006,41,676,0,0
G24051002803011,44,726,41,2
G24051002803012,42,778,36,0
G24051002803013,162,1392,33,62
G24051002803021,2,1282,0,13
G24051002803022,125,925,6,0
G24051002804011,108,684,0,0
G24051002804012,194,343,0,0
G24051002804013,59,699,0,0
G24051002804014,75,790,0,0
G24051002804015,64,504,0,57
G24051002804021,2,566,0,0
G24051002804022,0,1118,0,13
G24051002804031,0,513,0,27
G24051002804032,197,837,0,0
G24051002804033,827,2365,0,115
G24051002804034,147,291,0,0
G24051002804035,177,378,0,17
G24051002804041,73,2226,0,0
G24051002804042,20,56,0,0
G24051002805001,81,759,39,15
G24051002805002,134,438,0,0
G24051002805003,13,296,0,0
G24051002805004,5,526,0,0
