gisjoin,white,black,AAPI,Hisp,id
G24051002801025,46,1249,0,0,24051002801025
G24051002801026,36,530,0,0,24051002801026
G24051002802001,37,1080,0,31,24051002802001
G24051002802002,0,746,0,0,24051002802002
G24051002802003,35,468,0,0,24051002802003
G24051002802004,44,565,0,0,24051002802004
G24051002802005,9,761,19,0,24051002802005
G24051002802006,41,676,0,0,24051002802006
G24051002803011,44,726,41,2,24051002803011
G24051002803012,42,778,36,0,24051002803012
G24051002803013,162,1392,33,62,24051002803013
G24051002803021,2,1282,0,13,24051002803021
G24051002803022,125,925,6,0,24051002803022
G24051002804011,108,684,0,0,24051002804011
G24051002804012,194,343,0,0,24051002804012
G24051002804013,59,699,0,0,24051002804013
G24051002804014,75,790,0,0,24051002804014
G24051002804015,64,504,0,57,24051002804015
G24051002804021,2,566,0,0,24051002804021
G24051002804022,0,1118,0,13,24051002804022
G24051002804031,0,513,0,27,24051002804031
G24051002804032,197,837,0,0,24051002804032
G24051002804033,827,2365,0,115,24051002804033
G24051002804034,147,291,0,0,24051002804034
G24051002804035,177,378,0,17,24051002804035
G24051002804041,73,2226,0,0,24051002804041
G24051002804042,20,56,0,0,24051002804042
G24051002805001,81,759,39,15,24051002805001
G24051002805002,134,438,0,0,24051002805002
G24051002805003,13,296,0,0,24051002805003
G24051002805004,5,526,0,0,24051002805004
